30.0,43.0,0.0,1.0,22.0,22.0,1.0,173.0,80.11,48.77,190569.02,1.3,608.0,0.02,10587.17,3907.17,252.0,356.0,62.0,24.0,206.0,0
1.0,5.0,0.0,1.0,3.0,1.0,1.0,13.0,14.73,7.43,812.63,0.04,28.0,0.13,45.15,109.39,13.0,15.0,7.0,8.0,17.0,1
4.0,3.0,0.0,1.0,2.0,2.0,1.0,10.0,30.8,10.29,3263.94,0.11,64.0,0.1,181.33,317.07,25.0,39.0,17.0,14.0,17.0,0
5.0,7.0,0.0,0.0,4.0,4.0,3.0,32.0,47.68,19.75,18597.05,0.31,166.0,0.05,1033.17,941.62,79.0,87.0,34.0,17.0,37.0,1
0.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,15.23,6.0,548.26,0.03,24.0,0.17,30.46,91.38,9.0,15.0,6.0,8.0,11.0,0
2.0,5.0,0.0,0.0,3.0,1.0,1.0,22.0,29.26,14.61,6241.51,0.14,84.0,0.07,346.75,427.35,37.0,47.0,19.0,15.0,26.0,1
8.0,9.0,0.0,9.0,5.0,1.0,1.0,50.0,32.18,44.18,62806.83,0.47,269.0,0.02,3489.27,1421.77,93.0,176.0,20.0,19.0,72.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,2.0,3.0,2.0,3.0,4.0,1
8.0,7.0,0.0,0.0,4.0,2.0,4.0,21.0,26.5,19.8,10387.42,0.17,104.0,0.05,577.08,524.62,33.0,71.0,15.0,18.0,31.0,0
4.0,3.0,0.0,0.0,2.0,2.0,1.0,14.0,44.64,9.65,4158.72,0.14,84.0,0.1,231.04,430.86,37.0,47.0,23.0,12.0,20.0,1
3.0,7.0,0.0,0.0,4.0,2.0,4.0,15.0,14.54,15.56,3518.33,0.08,50.0,0.06,195.46,226.18,20.0,30.0,9.0,14.0,20.0,0
8.0,15.0,0.0,13.0,8.0,7.0,1.0,27.0,24.59,23.16,13184.02,0.19,111.0,0.04,732.45,569.35,39.0,72.0,16.0,19.0,50.0,1
1.0,5.0,0.0,0.0,3.0,2.0,3.0,6.0,13.38,6.42,550.79,0.03,21.0,0.16,30.6,85.84,7.0,14.0,6.0,11.0,9.0,0
5.0,15.0,4.0,1.0,10.0,3.0,1.0,83.0,38.8,34.8,46993.5,0.45,213.0,0.03,2610.75,1350.39,87.0,126.0,45.0,36.0,96.0,1
9.0,17.0,0.0,10.0,9.0,7.0,8.0,57.0,55.62,23.07,29608.49,0.43,223.0,0.04,1644.92,1283.34,85.0,138.0,35.0,19.0,78.0,0
3.0,3.0,0.0,0.0,2.0,2.0,1.0,12.0,19.66,7.78,1189.42,0.05,36.0,0.13,66.08,152.93,14.0,22.0,9.0,10.0,17.0,1
4.0,7.0,0.0,6.0,4.0,2.0,3.0,12.0,35.08,12.52,5501.48,0.15,82.0,0.08,305.64,439.32,29.0,53.0,22.0,19.0,24.0,0
30.0,55.0,5.0,23.0,28.0,14.0,15.0,134.0,86.2,39.9,137251.55,1.15,520.0,0.03,7625.09,3439.65,221.0,299.0,72.0,26.0,194.0,1
8.0,5.0,0.0,0.0,3.0,3.0,3.0,25.0,32.72,15.39,7753.7,0.17,99.0,0.06,430.76,503.66,39.0,60.0,19.0,15.0,35.0,0
20.0,49.0,0.0,3.0,25.0,9.0,11.0,105.0,56.84,49.5,139267.55,0.94,456.0,0.02,7737.09,2813.49,198.0,258.0,48.0,24.0,130.0,1
1.0,5.0,0.0,0.0,3.0,2.0,3.0,8.0,10.99,6.4,449.97,0.02,19.0,0.16,25.0,70.31,8.0,11.0,5.0,8.0,11.0,0
2.0,5.0,0.0,0.0,3.0,2.0,3.0,10.0,23.04,11.5,3047.18,0.09,54.0,0.09,169.29,264.97,23.0,31.0,15.0,15.0,14.0,1
1.0,9.0,0.0,0.0,5.0,2.0,4.0,12.0,9.23,14.3,1887.6,0.04,33.0,0.07,104.87,132.0,13.0,20.0,5.0,11.0,15.0,0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,12.68,2.5,79.25,0.01,10.0,0.4,4.4,31.7,4.0,6.0,4.0,5.0,6.0,1
1.0,5.0,0.0,0.0,3.0,2.0,1.0,9.0,18.99,10.77,2201.88,0.07,43.0,0.09,122.33,204.46,20.0,23.0,13.0,14.0,12.0,0
0.0,5.0,0.0,0.0,3.0,3.0,1.0,12.0,14.5,8.67,1088.9,0.04,33.0,0.12,60.49,125.64,13.0,20.0,6.0,8.0,14.0,1
2.0,1.0,0.0,0.0,1.0,1.0,1.0,31.0,62.09,13.79,11804.52,0.29,155.0,0.07,655.81,856.15,70.0,85.0,33.0,13.0,35.0,0
5.0,9.0,0.0,3.0,5.0,4.0,1.0,25.0,27.07,12.69,4357.93,0.11,70.0,0.08,242.11,343.48,29.0,41.0,16.0,14.0,35.0,1
2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,6.55,3.0,58.95,0.01,7.0,0.33,3.28,19.65,1.0,6.0,1.0,6.0,6.0,0
3.0,31.0,2.0,0.0,16.0,1.0,1.0,65.0,132.89,5.73,4359.02,0.25,144.0,0.17,242.17,761.1,63.0,81.0,33.0,6.0,72.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,34.82,2.44,208.05,0.03,23.0,0.41,11.56,85.11,11.0,12.0,9.0,4.0,6.0,0
6.0,47.0,0.0,18.0,24.0,20.0,23.0,59.0,48.07,30.65,45141.75,0.49,261.0,0.03,2507.87,1473.05,100.0,161.0,31.0,19.0,85.0,1
7.0,31.0,0.0,26.0,16.0,3.0,7.0,62.0,23.77,51.75,63661.56,0.41,224.0,0.02,3536.75,1230.18,99.0,125.0,22.0,23.0,97.0,0
7.0,7.0,0.0,0.0,4.0,3.0,3.0,21.0,35.2,20.57,14895.77,0.24,137.0,0.05,827.54,724.1,48.0,89.0,21.0,18.0,30.0,1
2.0,17.0,1.0,8.0,9.0,2.0,8.0,14.0,24.56,22.45,12380.3,0.18,101.0,0.04,687.79,551.4,41.0,60.0,21.0,23.0,25.0,0
3.0,13.0,0.0,5.0,7.0,4.0,3.0,31.0,41.12,12.0,5921.81,0.16,97.0,0.08,328.99,493.48,44.0,53.0,22.0,12.0,43.0,1
11.0,16.0,1.0,13.0,11.0,4.0,1.0,58.0,49.25,17.86,15709.76,0.29,145.0,0.06,872.76,879.58,64.0,81.0,43.0,24.0,83.0,0
13.0,52.0,0.0,0.0,31.0,2.0,1.0,92.0,42.71,38.71,64005.25,0.55,286.0,0.03,3555.85,1653.47,100.0,186.0,31.0,24.0,107.0,1
2.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,22.94,6.67,1019.5,0.05,36.0,0.15,56.64,152.93,12.0,24.0,9.0,10.0,12.0,0
3.0,3.0,0.0,0.0,2.0,1.0,1.0,7.0,11.23,5.6,352.28,0.02,17.0,0.18,19.57,62.91,7.0,10.0,5.0,8.0,12.0,1
3.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,38.75,4.38,745.02,0.06,40.0,0.23,41.39,169.92,19.0,21.0,13.0,6.0,14.0,0
3.0,7.0,0.0,1.0,4.0,1.0,1.0,12.0,25.77,8.25,1754.01,0.07,47.0,0.12,97.45,212.61,18.0,29.0,12.0,11.0,18.0,1
0.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,10.8,3.33,120.0,0.01,12.0,0.3,6.67,36.0,4.0,8.0,3.0,5.0,11.0,0
2.0,7.0,0.0,0.0,4.0,3.0,1.0,29.0,45.31,10.71,5201.91,0.16,98.0,0.09,288.99,485.51,45.0,53.0,21.0,10.0,33.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,11.23,2.0,44.92,0.01,8.0,0.5,2.5,22.46,3.0,5.0,3.0,4.0,5.0,0
4.0,3.0,0.0,2.0,2.0,1.0,1.0,41.0,23.1,51.88,62158.27,0.4,252.0,0.02,3453.24,1198.23,83.0,169.0,12.0,15.0,49.0,1
7.0,7.0,1.0,4.0,4.0,2.0,3.0,27.0,29.64,15.79,7390.21,0.16,92.0,0.06,410.57,468.05,40.0,52.0,19.0,15.0,41.0,0
25.0,27.0,0.0,12.0,15.0,14.0,1.0,100.0,56.53,33.27,62586.87,0.63,309.0,0.03,3477.05,1881.03,122.0,187.0,44.0,24.0,139.0,1
2.0,9.0,0.0,2.0,5.0,5.0,1.0,12.0,61.31,10.19,6360.68,0.21,119.0,0.1,353.37,624.5,50.0,69.0,27.0,11.0,18.0,0
4.0,3.0,0.0,1.0,2.0,1.0,1.0,20.0,32.77,8.75,2508.86,0.1,61.0,0.11,139.38,286.73,28.0,33.0,16.0,10.0,27.0,1
3.0,3.0,0.0,0.0,2.0,1.0,1.0,9.0,20.01,12.6,3177.38,0.08,55.0,0.08,176.52,252.17,18.0,37.0,10.0,14.0,14.0,0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0,3.0,72.0,0.01,8.0,0.33,4.0,24.0,2.0,6.0,2.0,6.0,5.0,1
4.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,19.45,8.0,1244.72,0.05,36.0,0.13,69.15,155.59,16.0,20.0,10.0,10.0,17.0,0
7.0,19.0,0.0,4.0,10.0,4.0,6.0,52.0,26.01,35.05,31955.88,0.3,175.0,0.03,1775.33,911.65,74.0,101.0,19.0,18.0,65.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,5.0,0
23.0,137.0,0.0,0.0,69.0,62.0,14.0,325.0,286.74,33.19,315858.32,3.17,1251.0,0.03,17547.68,9516.77,550.0,701.0,174.0,21.0,350.0,1
11.0,14.0,0.0,1.0,12.0,12.0,1.0,61.0,44.06,45.09,89588.86,0.66,335.0,0.02,4977.16,1986.8,149.0,186.0,38.0,23.0,75.0,0
11.0,9.0,0.0,13.0,5.0,2.0,4.0,28.0,39.83,20.15,16169.62,0.27,147.0,0.05,898.31,802.54,64.0,83.0,27.0,17.0,54.0,1
4.0,9.0,1.0,17.0,5.0,4.0,4.0,27.0,39.57,12.6,6282.0,0.17,98.0,0.08,349.0,498.57,36.0,62.0,20.0,14.0,51.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,7.86,2.5,49.13,0.01,7.0,0.4,2.73,19.65,2.0,5.0,2.0,5.0,4.0,1
0.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,17.9,10.5,1973.83,0.06,41.0,0.1,109.66,187.98,15.0,26.0,10.0,14.0,11.0,0
0.0,3.0,1.0,1.0,2.0,2.0,1.0,6.0,16.37,6.87,774.04,0.04,27.0,0.15,43.0,112.59,11.0,16.0,8.0,10.0,10.0,1
2.0,3.0,0.0,0.0,2.0,2.0,1.0,16.0,39.02,8.53,2838.95,0.11,70.0,0.12,157.72,332.84,29.0,41.0,17.0,10.0,20.0,0
18.0,19.0,0.0,3.0,10.0,6.0,1.0,69.0,67.82,27.56,51520.06,0.62,306.0,0.04,2862.23,1869.21,126.0,180.0,48.0,21.0,92.0,1
8.0,55.0,0.0,7.0,28.0,19.0,20.0,125.0,79.03,48.45,185548.49,1.28,587.0,0.02,10308.25,3829.33,246.0,341.0,66.0,26.0,142.0,0
4.0,13.0,0.0,12.0,7.0,5.0,4.0,33.0,24.48,20.04,9826.83,0.16,99.0,0.05,545.93,490.47,33.0,66.0,14.0,17.0,51.0,1
1.0,1.0,0.0,2.0,1.0,1.0,1.0,6.0,25.84,4.13,439.75,0.04,28.0,0.24,24.43,106.61,11.0,17.0,8.0,6.0,13.0,0
26.0,39.0,3.0,22.0,20.0,16.0,12.0,98.0,60.05,55.4,184330.69,1.11,541.0,0.02,10240.59,3327.01,217.0,324.0,47.0,24.0,151.0,1
0.0,3.0,0.0,0.0,2.0,2.0,1.0,12.0,19.93,5.57,618.5,0.04,30.0,0.18,34.36,111.01,13.0,17.0,7.0,6.0,14.0,0
11.0,17.0,4.0,8.0,9.0,3.0,1.0,56.0,42.33,33.39,47209.31,0.47,248.0,0.03,2622.74,1413.71,116.0,132.0,33.0,19.0,88.0,1
2.0,25.0,0.0,23.0,1.0,1.0,1.0,37.0,32.8,26.53,23077.33,0.29,167.0,0.04,1282.07,869.98,56.0,111.0,19.0,18.0,64.0,0
5.0,7.0,0.0,3.0,4.0,3.0,4.0,23.0,23.93,14.0,4690.0,0.11,67.0,0.07,260.56,335.0,28.0,39.0,16.0,16.0,33.0,1
1.0,3.0,1.0,1.0,2.0,2.0,1.0,9.0,21.33,4.5,432.0,0.03,24.0,0.22,24.0,96.0,9.0,15.0,8.0,8.0,15.0,0
3.0,45.0,0.0,12.0,23.0,18.0,18.0,77.0,58.46,20.9,25543.94,0.41,220.0,0.05,1419.11,1222.01,81.0,139.0,31.0,16.0,94.0,1
11.0,15.0,0.0,0.0,8.0,8.0,1.0,53.0,59.83,30.57,55903.67,0.61,335.0,0.03,3105.76,1828.91,131.0,204.0,30.0,14.0,66.0,0
1.0,5.0,0.0,0.0,3.0,3.0,1.0,4.0,26.64,7.2,1381.08,0.06,46.0,0.14,76.73,191.82,18.0,28.0,10.0,8.0,7.0,1
4.0,9.0,0.0,4.0,5.0,4.0,1.0,19.0,20.01,15.6,4869.7,0.1,70.0,0.06,270.54,312.16,26.0,44.0,10.0,12.0,29.0,0
18.0,7.0,0.0,11.0,4.0,3.0,1.0,74.0,126.75,15.32,29754.91,0.65,303.0,0.07,1653.05,1942.05,143.0,160.0,70.0,15.0,105.0,1
6.0,5.0,0.0,1.0,3.0,1.0,3.0,15.0,19.88,16.62,5488.77,0.11,68.0,0.06,304.93,330.34,27.0,41.0,13.0,16.0,25.0,0
13.0,7.0,0.0,0.0,4.0,3.0,4.0,32.0,44.65,14.4,9257.85,0.21,120.0,0.07,514.32,642.91,45.0,75.0,25.0,16.0,47.0,1
3.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,6.15,9.0,498.16,0.02,16.0,0.11,27.68,55.35,4.0,12.0,2.0,9.0,10.0,0
8.0,17.0,0.0,0.0,9.0,4.0,8.0,40.0,18.91,41.65,32799.55,0.26,147.0,0.02,1822.2,787.56,59.0,88.0,17.0,24.0,48.0,1
2.0,7.0,0.0,0.0,4.0,1.0,3.0,11.0,9.91,19.43,3741.33,0.06,42.0,0.05,207.85,192.57,16.0,26.0,7.0,17.0,15.0,0
84.0,35.0,0.0,32.0,18.0,9.0,12.0,111.0,70.3,40.8,117023.39,0.96,455.0,0.02,6501.3,2868.22,187.0,268.0,55.0,24.0,229.0,1
2.0,7.0,0.0,0.0,4.0,1.0,4.0,11.0,12.22,9.17,1026.67,0.04,28.0,0.11,57.04,112.0,11.0,17.0,6.0,10.0,15.0,0
25.0,3.0,0.0,1.0,2.0,1.0,1.0,87.0,132.74,28.22,105742.77,1.25,580.0,0.04,5874.6,3746.47,205.0,375.0,69.0,19.0,115.0,1
2.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,23.44,7.33,1260.57,0.06,38.0,0.14,70.03,171.9,16.0,22.0,12.0,11.0,14.0,0
16.0,69.0,0.0,1.0,35.0,16.0,26.0,164.0,77.45,42.56,140300.03,1.1,526.0,0.02,7794.45,3296.33,227.0,299.0,56.0,21.0,187.0,1
6.0,5.0,0.0,1.0,3.0,3.0,1.0,17.0,14.61,24.73,8935.73,0.12,76.0,0.04,496.43,361.37,34.0,42.0,11.0,16.0,28.0,0
21.0,3.0,0.0,9.0,2.0,2.0,1.0,29.0,168.31,4.07,2790.02,0.23,118.0,0.25,155.0,685.27,57.0,61.0,49.0,7.0,61.0,1
1.0,5.0,0.0,0.0,3.0,3.0,1.0,29.0,17.67,39.38,27392.06,0.23,156.0,0.03,1521.78,695.67,45.0,111.0,8.0,14.0,32.0,0
2.0,5.0,0.0,4.0,3.0,2.0,3.0,14.0,24.12,13.5,4395.57,0.11,64.0,0.07,244.2,325.6,24.0,40.0,16.0,18.0,22.0,1
3.0,7.0,0.0,0.0,4.0,2.0,1.0,15.0,19.2,6.86,902.99,0.04,31.0,0.15,50.17,131.69,8.0,23.0,7.0,12.0,20.0,0
2.0,7.0,0.0,0.0,4.0,1.0,1.0,8.0,22.92,8.0,1467.19,0.06,40.0,0.13,81.51,183.4,16.0,24.0,12.0,12.0,12.0,1
0.0,5.0,0.0,0.0,3.0,3.0,1.0,16.0,22.11,13.2,3853.01,0.1,70.0,0.08,214.06,291.89,33.0,37.0,10.0,8.0,18.0,0
4.0,5.0,0.0,0.0,3.0,2.0,3.0,11.0,23.96,7.7,1420.48,0.06,42.0,0.13,78.92,184.48,14.0,28.0,10.0,11.0,17.0,1
4.0,5.0,0.0,3.0,3.0,2.0,3.0,19.0,57.81,7.92,3626.34,0.15,90.0,0.13,201.46,457.87,44.0,46.0,25.0,9.0,30.0,0
12.0,35.0,0.0,1.0,18.0,2.0,3.0,95.0,35.48,48.84,84641.27,0.58,312.0,0.02,4702.29,1733.03,111.0,201.0,25.0,22.0,112.0,1
5.0,5.0,0.0,9.0,3.0,2.0,1.0,20.0,24.87,17.94,8007.67,0.15,87.0,0.06,444.87,446.25,38.0,49.0,18.0,17.0,36.0,0
6.0,19.0,1.0,1.0,10.0,6.0,10.0,34.0,59.38,11.79,8248.09,0.23,124.0,0.08,458.23,699.84,55.0,69.0,35.0,15.0,44.0,1
2.0,19.0,0.0,0.0,18.0,18.0,1.0,62.0,56.28,21.6,26256.88,0.41,199.0,0.05,1458.72,1215.6,81.0,118.0,45.0,24.0,67.0,0
51.0,9.0,4.0,23.0,6.0,6.0,1.0,52.0,52.24,18.59,18060.94,0.32,173.0,0.05,1003.39,971.34,70.0,103.0,32.0,17.0,132.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0
10.0,17.0,0.0,0.0,10.0,9.0,1.0,80.0,69.36,27.65,53022.96,0.64,326.0,0.04,2945.72,1917.74,93.0,233.0,37.0,22.0,95.0,1
38.0,9.0,0.0,61.0,5.0,5.0,1.0,134.0,195.27,28.11,154319.96,1.83,799.0,0.04,8573.33,5489.42,290.0,509.0,98.0,19.0,238.0,0
6.0,11.0,0.0,10.0,6.0,6.0,1.0,31.0,30.14,14.0,5907.9,0.14,86.0,0.07,328.22,421.99,42.0,44.0,18.0,12.0,47.0,1
8.0,4.0,0.0,0.0,3.0,3.0,1.0,26.0,43.45,15.83,10882.77,0.23,132.0,0.06,604.6,687.65,52.0,80.0,23.0,14.0,36.0,0
2.0,25.0,0.0,0.0,13.0,4.0,1.0,30.0,26.52,24.88,16419.41,0.22,124.0,0.04,912.19,659.92,55.0,69.0,21.0,19.0,37.0,1
1.0,9.0,0.0,0.0,5.0,5.0,1.0,21.0,19.04,23.68,10675.05,0.15,91.0,0.04,593.06,450.83,39.0,52.0,14.0,17.0,24.0,0
2.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,17.97,3.5,220.18,0.02,17.0,0.29,12.23,62.91,6.0,11.0,6.0,7.0,11.0,1
4.0,13.0,0.0,0.0,7.0,3.0,5.0,25.0,21.95,19.0,7924.63,0.14,85.0,0.05,440.26,417.09,38.0,47.0,15.0,15.0,31.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,9.23,5.25,254.27,0.02,14.0,0.19,14.13,48.43,6.0,8.0,4.0,7.0,5.0,1
4.0,3.0,7.0,3.0,2.0,1.0,1.0,11.0,31.94,12.06,4641.39,0.13,77.0,0.08,257.85,385.0,31.0,46.0,18.0,14.0,27.0,0
3.0,7.0,2.0,0.0,4.0,2.0,3.0,16.0,18.06,14.54,3817.4,0.09,53.0,0.07,212.08,262.57,21.0,32.0,13.0,18.0,23.0,1
1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,24.22,2.29,126.52,0.02,16.0,0.44,7.03,55.35,8.0,8.0,7.0,4.0,7.0,0
15.0,24.0,7.0,25.0,13.0,8.0,1.0,81.0,44.74,35.94,57786.5,0.54,267.0,0.03,3210.36,1607.97,115.0,152.0,40.0,25.0,130.0,1
5.0,7.0,0.0,8.0,4.0,4.0,3.0,22.0,47.06,8.94,3759.12,0.14,82.0,0.11,208.84,420.6,39.0,43.0,24.0,11.0,37.0,0
3.0,31.0,0.0,6.0,16.0,5.0,13.0,32.0,48.29,55.39,148186.3,0.89,474.0,0.02,8232.57,2675.19,141.0,333.0,28.0,22.0,44.0,1
3.0,6.0,1.0,0.0,5.0,1.0,1.0,21.0,24.96,9.0,2021.97,0.07,49.0,0.11,112.33,224.66,18.0,31.0,12.0,12.0,27.0,0
2.0,3.0,0.0,8.0,2.0,2.0,1.0,8.0,13.66,4.2,240.91,0.02,16.0,0.24,13.38,57.36,6.0,10.0,5.0,7.0,18.0,1
0.0,3.0,0.0,0.0,2.0,1.0,1.0,7.0,17.27,5.57,536.04,0.03,26.0,0.18,29.78,96.21,13.0,13.0,7.0,6.0,9.0,0
17.0,5.0,0.0,2.0,3.0,1.0,1.0,112.0,171.1,22.34,85352.91,1.27,568.0,0.04,4741.83,3821.46,271.0,297.0,91.0,15.0,133.0,1
4.0,1.0,0.0,0.0,1.0,1.0,1.0,13.0,28.12,8.85,2200.89,0.08,55.0,0.11,122.27,248.8,23.0,32.0,13.0,10.0,20.0,0
11.0,5.0,0.0,6.0,3.0,3.0,1.0,71.0,127.21,28.37,102418.72,1.2,556.0,0.04,5689.93,3609.47,227.0,329.0,72.0,18.0,92.0,1
19.0,7.0,0.0,13.0,4.0,3.0,4.0,50.0,29.29,33.87,33604.92,0.33,184.0,0.03,1866.94,992.19,82.0,102.0,23.0,19.0,89.0,0
13.0,3.0,0.0,7.0,2.0,2.0,1.0,23.0,65.12,9.11,5400.68,0.2,113.0,0.11,300.04,593.02,51.0,62.0,28.0,10.0,46.0,1
